 Date,City,NH3,PM2,PM10,SO2,NOx,CO,O3,AQI,AQI_bucket
2020-10-27 00:00:00,Bhiwadi ,70.21,194.28,391.95,79.32,69.93,1.11,9.33,357.0,Very Poor
2020-10-28 00:00:00,Bhiwadi ,69.39,188.24,375.43,51.0,88.95,1.06,10.69,352.0,Very Poor
2020-10-29 00:00:00,Bhiwadi ,84.15,302.77,533.95,80.27,161.14,2.42,6.17,530.0,Severe
2020-10-30 00:00:00,Bhiwadi ,58.25,218.62,429.69,96.5,173.92,1.9,5.87,400.0,Very Poor
2020-10-31 00:00:00,Bhiwadi ,59.75,226.08,420.88,90.29,104.38,1.89,6.06,389.0,Very Poor
2020-01-11 00:00:00,Bhiwadi ,56.87,160.3,329.36,63.7,60.29,1.39,5.03,331.0,Very Poor
2020-02-11 00:00:00,Bhiwadi ,56.04,162.37,336.54,68.52,106.49,1.22,4.58,333.0,Very Poor
2020-03-11 00:00:00,Bhiwadi ,52.63,156.05,341.05,53.75,136.05,1.77,7.81,328.0,Very Poor
2020-04-11 00:00:00,Bhiwadi ,70.56,253.68,467.07,63.95,164.82,1.4,7.88,446.0,Severe
2020-05-11 00:00:00,Bhiwadi ,76.02,260.47,504.05,55.02,132.77,1.93,5.88,493.0,Severe
2020-06-11 00:00:00,Bhiwadi ,76.64,270.72,488.25,66.9,151.42,1.83,5.77,473.0,Severe
2020-07-11 00:00:00,Bhiwadi ,88.08,333.57,609.81,83.41,182.43,2.19,6.61,625.0,Severe
2020-08-11 00:00:00,Bhiwadi ,88.39,367.94,569.51,61.06,156.55,1.81,3.74,574.0,Severe
2020-09-11 00:00:00,Bhiwadi ,99.83,479.84,700.47,62.46,186.09,2.51,4.37,738.0,Severe
2020-10-11 00:00:00,Bhiwadi ,98.61,402.63,557.73,38.89,135.8,3.45,6.34,560.0,Severe
2020-11-11 00:00:00,Bhiwadi ,47.32,201.76,418.48,31.75,70.21,2.5,7.61,386.0,Very Poor
2020-12-11 00:00:00,Bhiwadi ,45.44,173.59,357.99,37.69,87.87,2.32,7.96,341.0,Very Poor
2020-11-13 00:00:00,Bhiwadi ,50.66,198.65,416.26,39.49,76.11,2.24,5.2,383.0,Very Poor
2020-11-14 00:00:00,Bhiwadi ,44.11,212.57,389.83,26.02,59.34,1.96,7.17,371.0,Very Poor
2020-11-15 00:00:00,Bhiwadi ,37.89,132.17,242.51,28.91,40.1,1.06,55.1,309.0,Very Poor
2020-11-16 00:00:00,Bhiwadi ,39.9,77.99,122.93,16.52,48.48,0.88,25.56,160.0,Moderate
2020-11-17 00:00:00,Bhiwadi ,36.53,115.54,203.55,51.14,78.4,1.08,3.22,285.0,Poor
2020-11-18 00:00:00,Bhiwadi ,35.57,141.12,262.47,55.58,88.01,0.98,2.87,316.0,Very Poor
2020-11-19 00:00:00,Bhiwadi ,36.19,174.31,313.74,67.3,81.52,1.36,6.03,342.0,Very Poor
2020-11-20 00:00:00,Bhiwadi ,33.08,169.7,323.46,68.25,108.64,1.33,6.06,338.0,Very Poor
2020-11-21 00:00:00,Bhiwadi ,32.86,132.28,280.27,74.22,95.11,0.99,9.97,309.0,Very Poor
2020-11-22 00:00:00,Bhiwadi ,35.15,114.59,228.02,52.9,66.12,0.88,9.44,282.0,Poor
2020-11-23 00:00:00,Bhiwadi ,31.31,163.91,329.41,42.41,67.76,1.17,6.27,334.0,Very Poor
2020-11-24 00:00:00,Bhiwadi ,36.49,160.67,295.36,36.44,61.49,1.44,7.82,331.0,Very Poor
2020-11-25 00:00:00,Bhiwadi ,37.19,157.34,285.33,43.15,50.01,1.34,46.25,329.0,Very Poor
2020-11-26 00:00:00,Bhiwadi ,46.42,154.52,265.72,98.69,80.43,1.8,7.73,327.0,Very Poor
2020-11-27 00:00:00,Bhiwadi ,44.81,124.12,253.02,71.25,102.01,0.87,5.99,303.0,Very Poor
2020-11-28 00:00:00,Bhiwadi ,55.42,110.98,235.87,57.24,75.59,0.86,10.28,270.0,Poor
2020-11-29 00:00:00,Bhiwadi ,49.97,135.81,313.44,47.26,90.65,1.08,7.19,312.0,Very Poor
2020-11-30 00:00:00,Bhiwadi ,56.56,183.04,347.42,41.98,95.59,1.08,4.7,348.0,Very Poor
2020-01-12 00:00:00,Bhiwadi ,40.11,175.61,289.71,43.51,68.34,1.28,5.33,343.0,Very Poor
2020-02-12 00:00:00,Bhiwadi ,42.36268834258525,105.4902139461173,218.44612519809826,30.63931854199683,73.82380650277557,0.9313897763578274,11.460711430855316,252.0,Poor
2020-03-12 00:00:00,Bhiwadi ,42.36268834258525,105.4902139461173,218.44612519809826,30.63931854199683,73.82380650277557,0.9313897763578274,11.460711430855316,252.0,Poor
2020-04-12 00:00:00,Bhiwadi ,42.36268834258525,105.4902139461173,218.44612519809826,30.63931854199683,73.82380650277557,0.9313897763578274,11.460711430855316,252.0,Poor
2020-05-12 00:00:00,Bhiwadi ,42.36268834258525,105.4902139461173,218.44612519809826,30.63931854199683,73.82380650277557,0.9313897763578274,11.460711430855316,252.0,Poor
2020-06-12 00:00:00,Bhiwadi ,42.36268834258525,105.4902139461173,218.44612519809826,30.63931854199683,73.82380650277557,0.9313897763578274,11.460711430855316,252.0,Poor
2020-07-12 00:00:00,Bhiwadi ,42.36268834258525,105.4902139461173,218.44612519809826,30.63931854199683,73.82380650277557,0.9313897763578274,11.460711430855316,252.0,Poor
2020-08-12 00:00:00,Bhiwadi ,42.36268834258525,105.4902139461173,218.44612519809826,30.63931854199683,73.82380650277557,0.9313897763578274,11.460711430855316,252.0,Poor
2020-09-12 00:00:00,Bhiwadi ,42.36268834258525,105.4902139461173,218.44612519809826,30.63931854199683,73.82380650277557,0.9313897763578274,11.460711430855316,252.0,Poor
2020-10-12 00:00:00,Bhiwadi ,42.36268834258525,105.4902139461173,218.44612519809826,30.63931854199683,73.82380650277557,0.9313897763578274,11.460711430855316,252.0,Poor
2020-11-12 00:00:00,Bhiwadi ,41.14,150.73,263.84,21.6,48.14,0.9313897763578274,11.460711430855316,324.0,Very Poor
2020-12-12 00:00:00,Bhiwadi ,45.21,138.35,230.23,29.5,63.79,1.06,13.33,314.0,Very Poor
2020-12-13 00:00:00,Bhiwadi ,43.33,132.56,216.58,32.85,45.87,1.31,12.6,310.0,Very Poor
2020-12-14 00:00:00,Bhiwadi ,36.11,101.17,168.49,55.3,48.39,1.02,16.75,237.0,Poor
2020-12-15 00:00:00,Bhiwadi ,29.2,135.07,224.22,39.12,62.72,1.18,9.68,312.0,Very Poor
2020-12-16 00:00:00,Bhiwadi ,34.39,144.53,240.21,39.82,63.37,0.8,8.06,319.0,Very Poor
2020-12-17 00:00:00,Bhiwadi ,38.45,126.33,220.61,35.17,75.26,0.75,11.54,305.0,Very Poor
2020-12-18 00:00:00,Bhiwadi ,55.15,99.55,215.13,46.41,69.85,0.56,16.36,232.0,Poor
2020-12-19 00:00:00,Bhiwadi ,43.04,107.32,222.75,40.73,49.65,0.64,15.21,258.0,Poor
2020-12-20 00:00:00,Bhiwadi ,22.38,107.7,197.51,32.56,42.95,0.7,10.9,259.0,Poor
2020-12-21 00:00:00,Bhiwadi ,42.8,138.53,280.7,37.63,57.52,0.9313897763578274,13.96,314.0,Very Poor
2020-12-22 00:00:00,Bhiwadi ,44.07,211.02,403.44,32.38,63.62,1.26,8.49,370.0,Very Poor
2020-12-23 00:00:00,Bhiwadi ,53.26,298.17,534.53,45.05,59.88,2.35,9.78,531.0,Severe
2020-12-24 00:00:00,Bhiwadi ,48.68,268.61,471.92,36.6,59.75,1.88,7.08,452.0,Severe
2020-12-25 00:00:00,Bhiwadi ,37.35,203.08,375.99,43.5,55.72,1.39,6.61,364.0,Very Poor
2020-12-26 00:00:00,Bhiwadi ,36.0,162.41,320.13,52.06,53.17,1.09,8.23,333.0,Very Poor
2020-12-27 00:00:00,Bhiwadi ,23.09,173.23,337.34,51.77,42.11,1.6,6.48,341.0,Very Poor
2020-12-28 00:00:00,Bhiwadi ,24.59,152.0,365.09,84.55,53.86,1.17,8.79,325.0,Very Poor
2020-12-29 00:00:00,Bhiwadi ,34.43,175.7,348.06,63.71,71.41,1.16,7.64,343.0,Very Poor
2020-12-30 00:00:00,Bhiwadi ,45.73,200.5,321.71,46.7,124.8,1.35,6.27,362.0,Very Poor
2020-12-31 00:00:00,Bhiwadi ,50.11,187.41,318.13,27.9,122.13,1.32,5.97,352.0,Very Poor
2021-01-01 00:00:00,Bhiwadi ,47.01,228.53,349.22,26.73,62.04,1.65,8.0,383.0,Very Poor
2021-02-01 00:00:00,Bhiwadi ,28.47,222.37,313.72,31.7,49.31,1.94,19.32,379.0,Very Poor
2021-03-01 00:00:00,Bhiwadi ,31.02,128.14,177.7,24.19,45.05,1.78,9.46,306.0,Very Poor
2021-04-01 00:00:00,Bhiwadi ,27.2,68.44,104.81,21.8,66.16,1.01,11.66,128.0,Moderate
2021-05-01 00:00:00,Bhiwadi ,25.87,62.51,104.2,20.09,62.52,0.84,18.3,108.0,Moderate
2021-06-01 00:00:00,Bhiwadi ,40.76,122.99,185.76,21.6,124.86,1.44,9.74,302.0,Very Poor
2021-07-01 00:00:00,Bhiwadi ,45.68,119.15,214.43,37.88,95.82,1.16,9.52,297.0,Poor
2021-08-01 00:00:00,Bhiwadi ,32.39,121.51,224.98,55.02,75.09,1.23,6.79,301.0,Very Poor
2021-09-01 00:00:00,Bhiwadi ,35.95,156.75,273.34,56.47,95.94,1.33,7.79,328.0,Very Poor
2021-10-01 00:00:00,Bhiwadi ,32.96,119.35,227.9,59.9,87.2,0.86,9.51,298.0,Poor
2021-11-01 00:00:00,Bhiwadi ,35.3,90.12,218.45,39.01,131.91,0.83,12.2,200.0,Moderate
2021-12-01 00:00:00,Bhiwadi ,45.02,127.45,255.37,46.13,93.65,0.82,10.06,306.0,Very Poor
2021-01-13 00:00:00,Bhiwadi ,40.5,190.3,348.13,37.95,84.86,1.22,9.62,354.0,Very Poor
2021-01-14 00:00:00,Bhiwadi ,38.16,208.38,354.49,29.0,71.21,1.75,10.58,368.0,Very Poor
2021-01-15 00:00:00,Bhiwadi ,33.12,212.24,357.7,23.77,82.92,2.01,10.44,371.0,Very Poor
2021-01-16 00:00:00,Bhiwadi ,41.41,185.52,339.59,23.92,143.14,2.2,7.28,350.0,Very Poor
2021-01-17 00:00:00,Bhiwadi ,50.24,153.34,235.59,11.54,73.49,1.85,8.75,326.0,Very Poor
2021-01-18 00:00:00,Bhiwadi ,48.84,165.98,260.74,22.64,93.58,1.12,22.98,335.0,Very Poor
2021-01-19 00:00:00,Bhiwadi ,54.61,186.18,341.03,24.82,199.33,2.19,5.73,351.0,Very Poor
2021-01-20 00:00:00,Bhiwadi ,68.28,89.62,179.14,32.49,185.41,1.19,13.02,205.0,Poor
2021-01-21 00:00:00,Bhiwadi ,52.32,124.41,262.97,38.04,126.44,0.95,13.29,303.0,Very Poor
2021-01-22 00:00:00,Bhiwadi ,29.64,157.53,277.95,27.43,58.49,1.31,5.64,329.0,Very Poor
2021-01-23 00:00:00,Bhiwadi ,26.94,106.16,185.73,31.33,80.43,1.25,17.33,254.0,Poor
2021-01-24 00:00:00,Bhiwadi ,26.61,182.02,317.37,51.67,104.6,1.33,6.99,348.0,Very Poor
2021-01-25 00:00:00,Bhiwadi ,28.81,164.96,293.35,53.17,92.55,1.11,23.08,335.0,Very Poor
2021-01-26 00:00:00,Bhiwadi ,33.83,133.53,275.56,28.45,52.76,1.03,12.81,310.0,Very Poor
2021-01-27 00:00:00,Bhiwadi ,28.38,139.15,307.52,41.95,130.66,0.91,13.09,315.0,Very Poor
2021-01-28 00:00:00,Bhiwadi ,41.86,191.06,393.73,54.04,115.97,1.5,7.36,355.0,Very Poor
2021-01-29 00:00:00,Bhiwadi ,49.99,148.25,326.44,49.04,115.99,1.07,11.21,322.0,Very Poor
2021-01-30 00:00:00,Bhiwadi ,48.46,127.43,278.38,46.09,111.61,1.04,24.94,306.0,Very Poor
2021-01-31 00:00:00,Bhiwadi ,35.87,124.4,269.73,29.0,61.11,1.34,10.81,303.0,Very Poor
2021-01-02 00:00:00,Bhiwadi ,33.22,168.62,343.7,40.86,90.47,1.53,12.94,337.0,Very Poor
2021-02-02 00:00:00,Bhiwadi ,36.45,184.06,378.03,41.31,72.52,1.93,11.56,349.0,Very Poor
2021-03-02 00:00:00,Bhiwadi ,33.04,104.97,203.86,44.15,32.03,1.08,31.36,250.0,Poor
2021-04-02 00:00:00,Bhiwadi ,32.8,87.96,181.89,36.71,48.0,1.15,23.15,193.0,Moderate
2021-05-02 00:00:00,Bhiwadi ,29.61,119.38,226.9,68.66,79.74,1.0,7.43,298.0,Poor
2021-06-02 00:00:00,Bhiwadi ,22.46,109.6,221.62,64.68,86.48,0.85,9.23,265.0,Poor
2021-07-02 00:00:00,Bhiwadi ,20.59,102.12,217.86,40.21,94.79,0.87,10.93,240.0,Poor
2021-08-02 00:00:00,Bhiwadi ,29.24,130.88,339.14,21.05,82.95,0.93,11.09,308.0,Very Poor
2021-09-02 00:00:00,Bhiwadi ,39.5,126.91,250.57,50.55,62.94,1.12,8.63,305.0,Very Poor
2021-10-02 00:00:00,Bhiwadi ,39.03,114.4,265.3,46.07,68.22,1.12,13.15,281.0,Poor
2021-11-02 00:00:00,Bhiwadi ,49.05,170.65,390.95,53.47,127.8,1.48,7.66,351.0,Very Poor
2021-12-02 00:00:00,Bhiwadi ,40.41,164.13,334.96,39.31,111.12,1.41,11.21,334.0,Very Poor
2021-02-13 00:00:00,Bhiwadi ,39.74,196.77,377.3,62.38,80.59,1.46,7.56,359.0,Very Poor
2021-02-14 00:00:00,Bhiwadi ,35.73,163.05,315.56,25.13,64.36,0.9313897763578274,8.99,333.0,Very Poor
2021-02-15 00:00:00,Bhiwadi ,38.7,153.8,318.62,31.78,62.88,1.58,19.98,326.0,Very Poor
2021-02-16 00:00:00,Bhiwadi ,36.59,135.65,289.24,43.56,76.14,2.15,11.9,312.0,Very Poor
2021-02-17 00:00:00,Bhiwadi ,27.23,174.35,367.94,80.38,114.09,1.86,15.45,342.0,Very Poor
2021-02-18 00:00:00,Bhiwadi ,28.15,208.62,472.86,84.79,91.74,2.2,15.81,454.0,Severe
2021-02-19 00:00:00,Bhiwadi ,30.85,173.71,345.34,68.47,105.67,1.76,10.41,341.0,Very Poor
2021-02-20 00:00:00,Bhiwadi ,26.12,112.01,220.38,65.4,89.83,1.79,13.85,273.0,Poor
2021-02-21 00:00:00,Bhiwadi ,24.29,112.27,342.18,41.18,73.26,1.56,15.59,292.0,Poor
2021-02-22 00:00:00,Bhiwadi ,25.97,99.7,235.92,51.78,139.26,1.43,13.62,232.0,Poor
2021-02-23 00:00:00,Bhiwadi ,36.55,115.73,325.75,62.21,129.29,1.41,15.06,286.0,Poor
2021-02-24 00:00:00,Bhiwadi ,40.52,125.57,340.45,48.57,130.98,1.32,16.65,304.0,Very Poor
2021-02-25 00:00:00,Bhiwadi ,50.95,109.78,298.39,51.06,116.35,1.51,13.89,266.0,Poor
2021-02-26 00:00:00,Bhiwadi ,39.57,87.9,238.59,47.42,83.94,0.64,16.44,193.0,Moderate
2021-02-27 00:00:00,Bhiwadi ,34.28,109.02,278.81,60.0,85.04,0.55,26.94,263.0,Poor
2021-02-28 00:00:00,Bhiwadi ,29.09,131.3,317.46,82.74,93.36,1.33,15.27,309.0,Very Poor
2021-01-03 00:00:00,Bhiwadi ,30.49,140.78,285.23,117.89,114.26,1.16,18.07,316.0,Very Poor
2021-02-03 00:00:00,Bhiwadi ,38.59,96.99,250.46,62.85,98.55,0.71,22.32,223.0,Poor
2021-03-03 00:00:00,Bhiwadi ,33.17,100.37,250.29,60.41,95.64,0.68,19.14,235.0,Poor
2021-04-03 00:00:00,Bhiwadi ,27.87,159.59,352.93,57.79,83.61,1.16,21.56,330.0,Very Poor
2021-05-03 00:00:00,Bhiwadi ,39.68,183.96,370.22,69.83,112.34,1.43,50.3,349.0,Very Poor
2021-06-03 00:00:00,Bhiwadi ,34.12,93.88,221.51,49.27,75.25,0.76,14.49,213.0,Poor
2021-07-03 00:00:00,Bhiwadi ,33.45,111.53,281.76,51.79,37.2,0.89,28.99,272.0,Poor
2021-08-03 00:00:00,Bhiwadi ,34.48,112.42,234.89,23.09,31.49,1.14,14.13,275.0,Poor
2021-09-03 00:00:00,Bhiwadi ,29.29,119.97,246.33,14.8,38.34,0.64,9.43,300.0,Poor
2021-10-03 00:00:00,Bhiwadi ,37.2,85.18,205.89,43.91,107.87,0.43,54.51,184.0,Moderate
2021-11-03 00:00:00,Bhiwadi ,35.47,157.98,299.44,58.79,59.73,0.49,8.43,329.0,Very Poor
2021-12-03 00:00:00,Bhiwadi ,27.72,68.19,165.77,40.28,49.74,0.36,15.13,144.0,Moderate
2021-03-13 00:00:00,Bhiwadi ,26.29,108.45,207.84,76.86,97.69,0.86,22.17,262.0,Poor
2021-03-14 00:00:00,Bhiwadi ,40.1,144.49,272.17,71.5,91.98,0.74,21.74,319.0,Very Poor
2021-03-15 00:00:00,Bhiwadi ,22.54,135.37,278.91,65.39,70.82,0.76,22.51,312.0,Very Poor
2021-03-16 00:00:00,Bhiwadi ,26.54,153.76,353.3,79.02,76.03,0.29,6.68,326.0,Very Poor
2021-03-17 00:00:00,Bhiwadi ,33.04,209.66,483.02,67.63,79.02,0.53,26.23,466.0,Severe
2021-03-18 00:00:00,Bhiwadi ,36.83,193.69,455.78,65.37,85.47,0.49,15.35,432.0,Severe
2021-03-19 00:00:00,Bhiwadi ,43.05,158.96,342.63,104.97,94.13,0.79,10.62,330.0,Very Poor
2021-03-20 00:00:00,Bhiwadi ,39.25,138.45,294.32,74.32,78.38,0.66,53.21,314.0,Very Poor
2021-03-21 00:00:00,Bhiwadi ,45.13,167.98,384.95,77.01,50.77,0.82,21.15,344.0,Very Poor
2021-03-22 00:00:00,Bhiwadi ,38.93,101.87,272.81,65.26,57.27,0.93,14.35,240.0,Poor
2021-03-23 00:00:00,Bhiwadi ,39.55,89.02,274.22,60.19,70.09,0.77,5.2,224.0,Poor
2021-03-24 00:00:00,Bhiwadi ,31.05,79.66,187.75,80.16,74.45,0.51,3.93,166.0,Moderate
2021-03-25 00:00:00,Bhiwadi ,32.89,129.58,260.69,95.26,113.13,0.63,9.96,307.0,Very Poor
2021-03-26 00:00:00,Bhiwadi ,28.88,111.17,222.04,75.85,68.85,0.63,9.79,271.0,Poor
2021-03-27 00:00:00,Bhiwadi ,24.3,159.05,336.97,66.29,54.05,0.68,10.6,330.0,Very Poor
2021-03-28 00:00:00,Bhiwadi ,25.31,125.07,304.74,68.62,65.25,2.01,13.41,304.0,Very Poor
2021-03-29 00:00:00,Bhiwadi ,30.02,108.3,222.61,39.77,32.9,0.59,6.83,261.0,Poor
2021-03-30 00:00:00,Bhiwadi ,26.8,165.56,401.26,36.62,42.17,0.6,9.1,364.0,Very Poor
2021-03-31 00:00:00,Bhiwadi ,37.97,138.5,344.05,76.29,68.6,0.58,8.74,314.0,Very Poor
2021-01-04 00:00:00,Bhiwadi ,39.22,126.76,352.79,80.01,87.15,0.48,10.11,305.0,Very Poor
2021-02-04 00:00:00,Bhiwadi ,39.29,113.63,234.77,71.1,75.47,0.45,11.73,279.0,Poor
2021-03-04 00:00:00,Bhiwadi ,34.37,189.57,362.69,77.25,85.99,0.87,9.21,354.0,Very Poor
2021-04-04 00:00:00,Bhiwadi ,33.74,195.44,350.74,80.16,84.37,0.92,10.81,358.0,Very Poor
2021-05-04 00:00:00,Bhiwadi ,30.97,136.1,297.08,56.48,56.42,0.91,7.29,312.0,Very Poor
2021-06-04 00:00:00,Bhiwadi ,25.62,151.32,373.72,63.73,75.47,0.4,10.24,330.0,Very Poor
2021-07-04 00:00:00,Bhiwadi ,33.45,146.63,354.52,88.54,98.0,0.49,11.89,320.0,Very Poor
2021-08-04 00:00:00,Bhiwadi ,32.52,136.84,285.39,83.13,118.54,0.51,9.19,313.0,Very Poor
2021-09-04 00:00:00,Bhiwadi ,31.99,144.75,287.54,109.72,100.08,0.65,12.63,319.0,Very Poor
2021-10-04 00:00:00,Bhiwadi ,31.7,168.41,407.03,94.94,109.32,0.73,16.51,371.0,Very Poor
2021-11-04 00:00:00,Bhiwadi ,33.38,144.02,272.31,78.21,91.2,0.54,10.76,318.0,Very Poor
2021-12-04 00:00:00,Bhiwadi ,34.96,188.06,356.02,81.29,96.1,0.88,9.94,352.0,Very Poor
2021-04-13 00:00:00,Bhiwadi ,35.22,161.39,358.08,70.2,112.01,0.77,13.53,332.0,Very Poor
2021-04-14 00:00:00,Bhiwadi ,34.87,154.12,347.01,56.59,123.97,0.82,15.85,326.0,Very Poor
2021-04-15 00:00:00,Bhiwadi ,35.76,127.34,290.09,52.85,94.03,0.79,11.51,306.0,Very Poor
2021-04-16 00:00:00,Bhiwadi ,43.63,146.98,351.58,54.75,66.71,0.55,14.5,321.0,Very Poor
2021-04-17 00:00:00,Bhiwadi ,32.93,89.69,189.39,47.24,88.5,0.59,6.06,199.0,Moderate
2021-04-18 00:00:00,Bhiwadi ,33.85,194.36,339.93,50.06,67.17,0.59,4.73,357.0,Very Poor
2021-04-19 00:00:00,Bhiwadi ,37.3,169.92,334.85,82.24,108.1,0.55,5.85,338.0,Very Poor
2021-04-20 00:00:00,Bhiwadi ,40.15,171.39,345.19,66.8,57.32,0.63,5.81,340.0,Very Poor
2021-04-21 00:00:00,Bhiwadi ,27.84,77.36,117.32,38.8,82.76,0.6,12.44,158.0,Moderate
2021-04-22 00:00:00,Bhiwadi ,29.84,119.1,224.91,57.46,43.92,0.51,15.72,297.0,Poor
2021-04-23 00:00:00,Bhiwadi ,27.63,69.4,187.36,40.8,32.21,0.55,5.14,158.0,Moderate
2021-04-24 00:00:00,Bhiwadi ,24.44,157.29,293.8,108.65,79.96,0.62,9.09,329.0,Very Poor
2021-04-25 00:00:00,Bhiwadi ,22.15,141.8,299.09,59.05,88.9,0.54,8.32,317.0,Very Poor
2021-04-26 00:00:00,Bhiwadi ,25.32,121.18,288.07,58.39,112.65,0.52,9.03,301.0,Very Poor
2021-04-27 00:00:00,Bhiwadi ,31.26,156.12,352.06,57.76,71.23,0.29,16.2,328.0,Very Poor
2021-04-28 00:00:00,Bhiwadi ,40.92,147.64,307.57,47.73,67.29,0.55,10.68,321.0,Very Poor
2021-04-29 00:00:00,Bhiwadi ,32.84,166.19,373.95,48.49,75.28,0.67,10.05,336.0,Very Poor
2021-04-30 00:00:00,Bhiwadi ,36.72,211.75,423.18,56.18,50.78,0.61,10.51,391.0,Very Poor
2021-01-05 00:00:00,Bhiwadi ,28.08,107.38,222.5,41.75,46.04,0.6,12.05,258.0,Poor
2021-02-05 00:00:00,Bhiwadi ,28.23,96.05,213.43,36.35,35.98,0.81,13.01,220.0,Poor
2021-03-05 00:00:00,Bhiwadi ,24.58,212.28,460.07,36.2,55.85,0.54,18.62,438.0,Severe
2021-04-05 00:00:00,Bhiwadi ,21.66,90.53,173.04,32.63,44.46,0.61,12.14,202.0,Poor
2021-05-05 00:00:00,Bhiwadi ,26.35,130.02,229.87,37.96,36.29,0.65,14.98,308.0,Very Poor
2021-06-05 00:00:00,Bhiwadi ,29.14,75.93,144.66,20.29,23.81,0.59,15.86,153.0,Moderate
2021-07-05 00:00:00,Bhiwadi ,21.58,88.98,157.55,30.17,32.36,0.64,11.78,197.0,Moderate
2021-08-05 00:00:00,Bhiwadi ,19.38,96.69,163.95,27.88,31.9,0.74,10.21,222.0,Poor
2021-09-05 00:00:00,Bhiwadi ,19.4,70.08,157.88,37.26,25.04,0.75,11.03,139.0,Moderate
2021-10-05 00:00:00,Bhiwadi ,19.5,75.07,143.07,37.27,34.02,0.58,21.04,150.0,Moderate
2021-11-05 00:00:00,Bhiwadi ,23.55,61.85,135.59,28.64,30.97,0.62,21.22,124.0,Moderate
2021-12-05 00:00:00,Bhiwadi ,19.8,53.41,126.67,24.27,33.28,0.69,8.15,118.0,Moderate
2021-05-13 00:00:00,Bhiwadi ,21.84,65.83,119.81,21.17,21.31,0.64,17.24,119.0,Moderate
2021-05-14 00:00:00,Bhiwadi ,20.18,62.02,103.46,20.51,26.1,0.71,14.51,107.0,Moderate
2021-05-15 00:00:00,Bhiwadi ,20.66,61.91,136.12,23.04,30.19,0.61,23.32,124.0,Moderate
2021-05-16 00:00:00,Bhiwadi ,20.71,70.19,164.16,32.4,25.78,0.69,11.54,143.0,Moderate
2021-05-17 00:00:00,Bhiwadi ,23.96,91.69,178.82,32.62,40.37,0.74,8.34,206.0,Poor
2021-05-18 00:00:00,Bhiwadi ,22.47,38.08,93.71,23.96,31.75,0.76,13.44,94.0,Satisfactory
2021-05-19 00:00:00,Bhiwadi ,21.27,35.55,66.43,15.63,25.2,0.78,11.17,66.0,Satisfactory
2021-05-20 00:00:00,Bhiwadi ,27.91,87.28,141.52,16.99,82.07,0.9313897763578274,11.460711430855316,191.0,Moderate
2021-05-21 00:00:00,Bhiwadi ,27.8,70.52,118.36,11.49,24.53,0.68,11.45,135.0,Moderate
2021-05-22 00:00:00,Bhiwadi ,22.43,76.41,141.59,16.29,50.48,0.8,4.07,155.0,Moderate
2021-05-23 00:00:00,Bhiwadi ,25.46,270.25,465.61,23.77,30.12,0.6,6.15,445.0,Severe
2021-05-24 00:00:00,Bhiwadi ,17.48,124.2,217.41,40.67,36.84,0.77,4.19,303.0,Very Poor
2021-05-25 00:00:00,Bhiwadi ,17.07,118.66,237.16,54.83,38.04,0.51,8.25,296.0,Poor
2021-05-26 00:00:00,Bhiwadi ,18.91,139.36,238.06,44.11,47.06,0.64,11.97,315.0,Very Poor
2021-05-27 00:00:00,Bhiwadi ,23.74,82.87,203.93,31.54,46.78,0.62,5.63,176.0,Moderate
2021-05-28 00:00:00,Bhiwadi ,20.82,46.21,116.22,14.97,26.71,0.5,23.39,111.0,Moderate
2021-05-29 00:00:00,Bhiwadi ,21.31,62.69,191.83,16.97,28.72,0.51,15.56,161.0,Moderate
2021-05-30 00:00:00,Bhiwadi ,18.36,38.99,103.82,13.96,28.51,0.6,9.68,103.0,Moderate
2021-05-31 00:00:00,Bhiwadi ,24.06,96.23,204.31,23.69,48.78,0.61,13.92,221.0,Poor
2021-01-06 00:00:00,Bhiwadi ,26.84,68.49,139.8,22.74,34.54,0.73,12.35,128.0,Moderate
2021-02-06 00:00:00,Bhiwadi ,26.14,74.07,149.88,30.91,47.6,0.96,9.09,147.0,Moderate
2021-03-06 00:00:00,Bhiwadi ,26.22,99.71,186.46,30.97,42.71,0.91,12.76,232.0,Poor
2021-04-06 00:00:00,Bhiwadi ,25.04,90.15,177.19,24.62,31.93,0.79,11.75,201.0,Poor
2021-05-06 00:00:00,Bhiwadi ,23.48,71.83,163.09,19.19,23.44,0.72,16.14,142.0,Moderate
2021-06-06 00:00:00,Bhiwadi ,23.06,70.81,163.83,21.25,43.56,0.7,14.71,143.0,Moderate
2021-07-06 00:00:00,Bhiwadi ,23.0,99.08,222.43,21.88,61.18,0.8,13.17,230.0,Poor
2021-08-06 00:00:00,Bhiwadi ,20.27,107.53,265.35,32.75,59.69,0.7,12.08,258.0,Poor
2021-09-06 00:00:00,Bhiwadi ,19.63,115.19,275.41,23.49,62.52,0.84,15.57,284.0,Poor
2021-10-06 00:00:00,Bhiwadi ,18.35,100.88,247.69,16.37,32.84,0.74,9.5,236.0,Poor
2021-11-06 00:00:00,Bhiwadi ,17.44,153.96,317.66,22.9,39.87,1.83,18.5,326.0,Very Poor
2021-12-06 00:00:00,Bhiwadi ,17.94,76.21,167.42,13.46,30.44,0.72,10.8,154.0,Moderate
2021-06-13 00:00:00,Bhiwadi ,20.02,67.14,141.35,25.18,41.27,0.72,16.51,128.0,Moderate
